Identifier,Slug,Status,Repository,Title,Description,Input,Input Shape,Output,Mode,Tag,GitHub,Publication,Source Code,License,Both Identifiers,Code,Interpretation,Task,Contributor,Date,Calculation,Output Shape,Output Type,Host URL,DockerHub,Docker Architecture,S3
eos9f6t,chemprop-sars-cov-inhibition,Ready,https://github.com/ersilia-os/eos9f6t,SARS-CoV inhibition,"This model was developed to support the early efforts in the identification of novel drugs against SARS-CoV2. It predicts the probability that a small molecule inhibits SARS-3CLpro-mediated peptide cleavage. It was developed using a high-throughput screening against the 3CL protease of SARS-CoV1, as no data was yet available for the new virus (SARS-CoV2) causing the COVID-19 pandemic. It uses the ChemProp model.",Compound,Single,Probability,Pretrained,"COVID19,Antiviral activity,Sars-CoV-2,Chemical graph model",https://github.com/ersilia-os/eos9f6t,https://www.sciencedirect.com/science/article/pii/S0092867420301021,http://chemprop.csail.mit.edu/checkpoints,MIT,"eos9f6t,chemprop-sars-cov-inhibition","$ ersilia serve chemprop-sars-cov-inhibition
$ ersilia api -i 'CCCOCCC'
$ ersilia close",Probability of 3CL protease inhibition (%) The classifier was trained using a threshold of 12% of inhibition ,Classification,miquelduranfrigola,3/6/2021,https://github.com/miquelduranfrigola,Single,Float,,https://hub.docker.com/r/ersiliaos/eos9f6t,"AMD64,ARM64",https://ersilia-models-zipped.s3.eu-central-1.amazonaws.com/eos9f6t.zip
eos46ev,chemtb,Ready,https://github.com/ersilia-os/eos46ev,Mycobacterium tuberculosis inhibitor prediction,"Identification of active molecules against Mycobacterium tuberculosis using an ensemble of data from ChEMBL25 (Target IDs 360, 2111188 and 2366634). The final model is a stacking model integrating four algorithms, including support vector machine, random forest, extreme gradient boosting and deep neural networks.",Compound,Single,Probability,Pretrained,"M.tuberculosis,IC50,Tuberculosis,Antimicrobial activity",https://github.com/ersilia-os/eos46ev,https://academic.oup.com/bib/article-abstract/22/5/bbab068/6209685,http://cadd.zju.edu.cn/chemtb/,None,"eos46ev,chemtb","$ ersilia serve chemtb
$ ersilia api -i 'CCCOCCC'
$ ersilia close",Probability of M.tb inhibition (measured as IC50 at cut-off 5 uM),Classification,Amna-28,28/6/2022,https://github.com/Amna-28,Single,Float,,https://hub.docker.com/r/ersiliaos/eos46ev,"AMD64,ARM64",https://ersilia-models-zipped.s3.eu-central-1.amazonaws.com/eos46ev.zip
eos7a45,coprinet-molecule-price,Ready,https://github.com/ersilia-os/eos7a45,Small molecule price prediction,CoPriNet has been trained on 2D graph representations of small molecules with their associated price in the Mcule catalog. The predicted price provides a better overview of the compound availability than standard synthetic accessibility scores or retrosynthesis tools. The Mcule catalog is proprietary but the trained model as well as the test dataset (100K) are publicly available.,Compound,Single,Other value,Pretrained,"Price,Compound generation,Chemical synthesis",https://github.com/ersilia-os/eos7a45,https://pubs.rsc.org/en/content/articlelanding/2023/dd/d2dd00071g,https://github.com/oxpig/CoPriNet,MIT,"eos7a45,coprinet-molecule-price","$ ersilia serve coprinet-molecule-price
$ ersilia api -i 'CCCOCCC'
$ ersilia close",Price value prediction,Regression,anamika-yadav99,28/3/2022,https://github.com/anamika-yadav99,Single,Float,,https://hub.docker.com/r/ersiliaos/eos7a45,"AMD64,ARM64",https://ersilia-models-zipped.s3.eu-central-1.amazonaws.com/eos7a45.zip
eos3nl8,COVID-19-Drug-Repurposing,Archived,https://github.com/ersilia-os/eos3nl8,DRKG_COVID19,,,,,,,https://github.com/ersilia-os/eos3nl8,https://arxiv.org/abs/2007.10261v1,https://github.com/gnn4dr/DRKG,,,"$ ersilia serve COVID-19-Drug-Repurposing
$ ersilia api -i 'CCCOCCC'
$ ersilia close",,,Inyrkz,5/12/2023,https://github.com/Inyrkz,,,,,,
eos4q1a,crem-structure-generation,Ready,https://github.com/ersilia-os/eos4q1a,CReM fragment based structure generation,"CReM (chemically reasonable mutations) is a fragment-based generative model that takes as input a small molecule, breaks it down into fragments and iteratively replaces them with other fragments from a database. It has three implementations (MUTATE: arbitrarily replaces one fragment with another one); GROW (arbitrarily replaces an hydrogen with another fragment) and LINK (replaces hydrogen atoms in two molecules to link them with a fragment). Here, we use a MUTATE and GROWTH approach, which provide outputs that vary by order of 1000s. For sake of simplicity, for such molecules generating over 100 molecules, only 100 diverse molecules are selected. This selection is done using mini batch K Means clustering with 100 clusters and molecules closest to the centroid in each cluster are returned.",Compound,Single,Compound,Pretrained,Compound generation,https://github.com/ersilia-os/eos4q1a,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-020-00431-w,https://github.com/DrrDom/crem,BSD-3.0,"eos4q1a,crem-structure-generation","$ ersilia serve crem-structure-generation
$ ersilia api -i 'CCCOCCC'
$ ersilia close",Up to 100 newly generated molecules,Generative,DhanshreeA,20/12/2022,https://github.com/DhanshreeA,List,String,,https://hub.docker.com/r/ersiliaos/eos4q1a,"AMD64,ARM64",https://ersilia-models-zipped.s3.eu-central-1.amazonaws.com/eos4q1a.zip
eos7qga,datamol-smiles2canonical,Ready,https://github.com/ersilia-os/eos7qga,"Converter of SMILES in Canonical, Selfie, Inchi, Inchi Key form","Using the Datamol package, the model receives a SMILE as input, then goes through a process of sanitizing and standardization of the molecule to generate four outputs: Canonical SMILES, SELFIES, InChI and InChIKey",Compound,Single,Compound,Pretrained,Chemical notation,https://github.com/ersilia-os/eos7qga,https://doc.datamol.io/stable/tutorials/Preprocessing.html,https://github.com/datamol-org/datamol,Apache-2.0,,"$ ersilia serve datamol-smiles2canonical
$ ersilia api -i 'CCCOCCC'
$ ersilia close","Compound represented in its canonical SMILES, SELFIES, InChI and InChIKey forms",Representation,carcablop,25/1/2023,https://github.com/carcablop,Matrix,String,,https://hub.docker.com/r/ersiliaos/eos7qga,"AMD64,ARM64",https://ersilia-models-zipped.s3.eu-central-1.amazonaws.com/eos7qga.zip
eos65rt,deepfl-logp,Ready,https://github.com/ersilia-os/eos65rt,Membrane permeability of fluorescent probes,A deep neural network was trained to predict the LogP value of small molecules and fluorescent probes using an experimentally annotated dataset of >13k molecules (OPERA). This dataset was complemented with fluorescent probes to improve the model accuracy in this space. Probes predicted impermeant to cell membranes consistently showed experimental LogP <1.,Compound,Single,Experimental value,Pretrained,"Permeability,ADME,LogP",https://github.com/ersilia-os/eos65rt,https://www.nature.com/articles/s41598-021-86460-3.epdf?sharing_token=zmYZd6qpwnDwc8tCOYGGf9RgN0jAjWel9jnR3ZoTv0OXuXXr_ZS6VuKQMyMJiA3PeIcqAJZTcpcNZJHblyChkQ2eTpzGXq23YsIcFlG8ayuEptKCJ1DeyIRGrh9O2d5JvvGGB9qG8cXgAuy_k-e1ncAMkAzpTegmR0XUbnftjv0%3D,https://github.com/k-soliman/DeepFl-LogP,GPL-3.0,"eos65rt,deepfl-logp","$ ersilia serve deepfl-logp
$ ersilia api -i 'CCCOCCC'
$ ersilia close",LogP values of > 1 indicate membrane permeability,Regression,miquelduranfrigola,10/11/2021,https://github.com/miquelduranfrigola,Single,Float,,https://hub.docker.com/r/ersiliaos/eos65rt,AMD64,https://ersilia-models-zipped.s3.eu-central-1.amazonaws.com/eos65rt.zip
eos30gr,deepherg,Ready,https://github.com/ersilia-os/eos30gr,Classification of hERG blockers and nonblockers,"This model used a multitask deep neural network (DNN) to predict the probability that a molecule is a hERG blocker. It was trained using 7889 compounds with experimental data available (% of hERG inhibition). The checkpoints of the pretrained model were not available, therefore we re-trained the model using a simple KerasTuner. Molecule featurization was done with Morgan fingerprints.",Compound,Single,Probability,Retrained,"Toxicity,hERG,Cardiotoxicity",https://github.com/ersilia-os/eos30gr,https://pubs.acs.org/doi/full/10.1021/acs.jcim.8b00769,https://github.com/ChengF-Lab/deephERG,None,"eos30gr,deepherg","$ ersilia serve deepherg
$ ersilia api -i 'CCCOCCC'
$ ersilia close",Probability of hERG blockade. The training dataset used a threshold of 80% inhibition to define hERG blockers.,Classification,azycn,22/7/2022,https://github.com/azycn,Single,Float,,https://hub.docker.com/r/ersiliaos/eos30gr,"AMD64,ARM64",https://ersilia-models-zipped.s3.eu-central-1.amazonaws.com/eos30gr.zip
eos2mrz,deepsmiles,Ready,https://github.com/ersilia-os/eos2mrz,"DeepSMILES, an alternate SMILES representation for deep learning","DeepSMILES converts a SMILES string to a more accurate syntax for molecule representation, taking into account both the branches (closed parenthesis in the SMILES strings) and rings (using a single symbol at ring closure that also indicates ring size). This syntax is particularly suitable in generative models, when the output is a SMILES string. With DeepSMILES, scientists can train a network using this new syntax, generate new molecules represented as DeepSMILES and then decode them back to normal SMILES strings.",Compound,Single,Compound,Pretrained,"Chemical language model,Chemical notation",https://github.com/ersilia-os/eos2mrz,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/60c73ed6567dfe7e5fec388d/original/deep-smiles-an-adaptation-of-smiles-for-use-in-machine-learning-of-chemical-structures.pdf,https://github.com/baoilleach/deepsmiles,MIT,"eos2mrz,deepsmiles","$ ersilia serve deepsmiles
$ ersilia api -i 'CCCOCCC'
$ ersilia close",String representing a DeepSMILES,Representation,brosular,28/7/2022,https://github.com/brosular,Single,String,,https://hub.docker.com/r/ersiliaos/eos2mrz,"AMD64,ARM64",https://ersilia-models-zipped.s3.eu-central-1.amazonaws.com/eos2mrz.zip
eos7e3s,dili-pred,Archived,https://github.com/ersilia-os/eos7e3s,Drug-induced liver injury prediction,"Prediction of clinically relevant drug-induced-liver-injury (DILI), based solely on drug structure using binary classification methods. The authors collected a public dataset of 475 molecules with associated DILI outcomes, and built a model with an accuracy of 0.89. The model checkpoints have not been provided so Ersilia has used the provided data to retrain the model.",Compound,Single,Probability,Retrained,"Metabolism,Toxicity",https://github.com/ersilia-os/eos7e3s,https://pubmed.ncbi.nlm.nih.gov/30325042/,https://github.com/cptbern/QSAR_DILI_2019,None,,"$ ersilia serve dili-pred
$ ersilia api -i 'CCCOCCC'
$ ersilia close",Probability that a drug causes DILI,Classification,leilayesufu,2/1/2024,https://github.com/leilayesufu,Single,Float,,https://hub.docker.com/r/ersiliaos/eos7e3s,"AMD64,ARM64",https://ersilia-models-zipped.s3.eu-central-1.amazonaws.com/eos7e3s.zip
eos30f3,dmpnn-herg,Ready,https://github.com/ersilia-os/eos30f3,Prediction of hERG Channel Blockers with Directed Message Passing Neural Networks,"This model leverages the ChemProp network (D-MPNN, see original Stokes et al, Cell, 2020 for more information) to build a predictor of hERG-mediated cardiotoxicity. The model has been trained using a dataset published by Cai et al, J Chem Inf Model, 2019, which contains 7889 molecules with several cut-offs for hERG blocking activity. The authors select a 10 uM cut-off. This implementation of the model does not use any specific featurizer, though the authors suggest the moe206 descriptors (closed-source) improve performance even further.",Compound,Single,Score,Pretrained,"Cardiotoxicity,hERG,Toxicity,Descriptor",https://github.com/ersilia-os/eos30f3,https://pubs.rsc.org/en/content/articlehtml/2022/ra/d1ra07956e,https://github.com/AI-amateur/DMPNN-hERG,None,,"$ ersilia serve dmpnn-herg
$ ersilia api -i 'CCCOCCC'
$ ersilia close",Probability of blocking hERG (cut-off: 10uM),Classification,leilayesufu,4/12/2023,https://github.com/leilayesufu,Single,Float,,https://hub.docker.com/r/ersiliaos/eos30f3,"AMD64,ARM64",https://ersilia-models-zipped.s3.eu-central-1.amazonaws.com/eos30f3.zip
eos24ci,drugtax,Ready,https://github.com/ersilia-os/eos24ci,DrugTax: Drug taxonomy,"DrugTax takes SMILES inputs and classifies the molecule according to their taxonomy, organic or inorganic kingdom and their subclasses, using a 0/1 binary classification for each one. It generates a vector of 163 features including the taxonomy classification and other key information such as number of carbons, nitrogens… These vectors can be used for subsequent molecular representation in chemoinformatic pipelines.",Compound,Single,Descriptor,Pretrained,"Fingerprint,Descriptor",https://github.com/ersilia-os/eos24ci,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-022-00649-w,https://github.com/MoreiraLAB/DrugTax,GPL-3.0,"eos24ci,drugtax","$ ersilia serve drugtax
$ ersilia api -i 'CCCOCCC'
$ ersilia close","A vector of 163 points, each one corresponding to a particular taxonomic or structural molecular feature",Representation,Femme-js,3/1/2023,https://github.com/Femme-js,List,Integer,,https://hub.docker.com/r/ersiliaos/eos24ci,"AMD64,ARM64",https://ersilia-models-zipped.s3.eu-central-1.amazonaws.com/eos24ci.zip
eos2gw4,eosce,Ready,https://github.com/ersilia-os/eos2gw4,Ersilia Compound Embeddings,"Bioactivity-aware chemical embeddings for small molecules. Using transfer learning, we have created a fast network that produces embeddings of 1024 features condensing physicochemical as well as bioactivity information The training of the network has been done using the FS-Mol and ChEMBL datasets, and Grover, Mordred and ECFP descriptors",Compound,Single,Descriptor,In-house,"Descriptor,Embedding",https://github.com/ersilia-os/eos2gw4,https://github.com/ersilia-os/compound-embedding,https://github.com/ersilia-os/compound-embedding,GPL-3.0,,"$ ersilia serve eosce
$ ersilia api -i 'CCCOCCC'
$ ersilia close",Embedding of 1024 features representing a compound,Representation,GemmaTuron,13/4/2023,https://github.com/GemmaTuron,List,Float,,https://hub.docker.com/r/ersiliaos/eos2gw4,"AMD64,ARM64",https://ersilia-models-zipped.s3.eu-central-1.amazonaws.com/eos2gw4.zip
eos5guo,erg-descs,Ready,https://github.com/ersilia-os/eos5guo,ErG 2D Descriptors,"The Extended Reduced Graph (ErG) approach uses the description of pharmacophore nodes to encode molecular properties, with the goal of correctly describing pharmacophoric properties, size and shape of molecules. It was benchmarked against Daylight fingerprints and outperformed them in 10 out of 11 cases. ErG descriptors are well suited for scaffold hopping approaches.",Compound,Single,Descriptor,Pretrained,"Descriptor,Fingerprint",https://github.com/ersilia-os/eos5guo,https://pubs.acs.org/doi/10.1021/ci050457y,https://www.rdkit.org/docs/source/rdkit.Chem.rdReducedGraphs.html,BSD-3.0,,"$ ersilia serve erg-descs
$ ersilia api -i 'CCCOCCC'
$ ersilia close",Vector representing SMILES,Representation,GemmaTuron,6/3/2024,https://github.com/GemmaTuron,List,Integer,,https://hub.docker.com/r/ersiliaos/eos5guo,"AMD64,ARM64",https://ersilia-models-zipped.s3.eu-central-1.amazonaws.com/eos5guo.zip
eos92sw,etoxpred,Ready,https://github.com/ersilia-os/eos92sw,Toxicity and synthetic accessibility prediction,"The eToxPred tool has been developed to predict, on one hand, the synthetic accessibility (SA) score, or how easy it is to make the molecule in the laboratory, and, on the other hand, the toxicity (Tox) score, or the probability of the molecule of being toxic to humans. The authors trained and cross-validated both predictors on a large number of datasets, and demonstrated the method usefulness in building virtual custom libraries.",Compound,Single,Score,Pretrained,"Toxicity,Synthetic accessibility",https://github.com/ersilia-os/eos92sw,https://bmcpharmacoltoxicol.biomedcentral.com/articles/10.1186/s40360-018-0282-6,https://github.com/pulimeng/eToxPred,GPL-3.0,"eos92sw,etoxpred","$ ersilia serve etoxpred
$ ersilia api -i 'CCCOCCC'
$ ersilia close","Higher scores indicate easier synthetic accessibility and higher toxicity, respectively",Regression,miquelduranfrigola,4/6/2021,https://github.com/miquelduranfrigola,Single,Float,,https://hub.docker.com/r/ersiliaos/eos92sw,AMD64,https://ersilia-models-zipped.s3.eu-central-1.amazonaws.com/eos92sw.zip
eos4qda,fasmifra,Ready,https://github.com/ersilia-os/eos4qda,FasmiFra molecule generator,"FasmiFra is a molecular generator based on (deep)SMILES fragments. The authors use Deep SMILES to ensure the generated molecules are syntactically valid, and by working on string operations they are able to obtain high performance (>340,000 molecule/s). Here, we use 100k compounds from ChEMBL to sample fragments. Only assembled molecules containing one of the fragments of the input molecule are retained.",Compound,Single,Compound,Pretrained,Compound generation,https://github.com/ersilia-os/eos4qda,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-021-00566-4,https://github.com/UnixJunkie/FASMIFRA,GPL-3.0,,"$ ersilia serve fasmifra
$ ersilia api -i 'CCCOCCC'
$ ersilia close",1000 generated molecules per each input,Generative,miquelduranfrigola,1/8/2023,https://github.com/miquelduranfrigola,List,String,,https://hub.docker.com/r/ersiliaos/eos4qda,AMD64,https://ersilia-models-zipped.s3.eu-central-1.amazonaws.com/eos4qda.zip
eos4b8j,gdbchembl-similarity,Ready,https://github.com/ersilia-os/eos4b8j,GDBChEMBL similarity search,"The model looks for 100 nearest neighbors of a given molecule, according to ECFP4 Tanimoto similarity, in the GDBChEMBL database. GDBChEMBL is a 10M molecule-sampling from GDB17, a database containing all the enumerated molecules of up to 17 atoms heavy atoms (166.4B molecules). GDBChEMBL compounds were selected using a ChEMBL-likeness score, with the objective of having a collection with higher synthetic accessibility and high bioactivity while maintaining continuous coverage of the GDB17 chemical space. The whole GDBChEMBL database is not downloaded with the model, by using it you post queries to an online server external to Ersilia.",Compound,Single,Compound,Online,"Similarity,ChEMBL",https://github.com/ersilia-os/eos4b8j,https://www.frontiersin.org/articles/10.3389/fchem.2020.00046/full,https://gdb-chembl-simsearch.gdb.tools/,None,"eos4b8j,gdbchembl-similarity","$ ersilia serve gdbchembl-similarity
$ ersilia api -i 'CCCOCCC'
$ ersilia close",List of 100 nearest neighbors,Similarity,Amna-28,15/8/2022,https://github.com/Amna-28,List,String,,https://hub.docker.com/r/ersiliaos/eos4b8j,"AMD64,ARM64",https://ersilia-models-zipped.s3.eu-central-1.amazonaws.com/eos4b8j.zip
eos7jlv,gdbmedchem-similarity,Ready,https://github.com/ersilia-os/eos7jlv,GDBMedChem similarity search,"The model looks for 100 nearest neighbors of a given molecule, according to ECFP4 Tanimoto similarity, in the GDBMedChem database. GDBMedChem is a 10M molecule-sampling from GDB17, a database containing all the enumerated molecules of up to 17 atoms heavy atoms (166.4B molecules). GDBMedChem compounds have reduced complexity and better synthetic accessibility than GDB17 but retain high sp3 carbon fraction and natural product likeness, providing a database of diverse molecules for drug design. The whole GDBMedChem database is not downloaded with the model, by using it you post queries to an online server external to Ersilia.",Compound,Single,Compound,Online,"Similarity,ChEMBL",https://github.com/ersilia-os/eos7jlv,https://onlinelibrary.wiley.com/doi/abs/10.1002/minf.201900031,https://gdb-medchem-simsearch.gdb.tools/,None,"eos7jlv,gdbmedchem-similarity","$ ersilia serve gdbmedchem-similarity
$ ersilia api -i 'CCCOCCC'
$ ersilia close",List of 100 nearest neighbors,Similarity,Amna-28,18/8/2022,https://github.com/Amna-28,List,String,,https://hub.docker.com/r/ersiliaos/eos7jlv,"AMD64,ARM64",https://ersilia-models-zipped.s3.eu-central-1.amazonaws.com/eos7jlv.zip
eos2mhp,grover-bace,Ready,https://github.com/ersilia-os/eos2mhp,BACE-1 inhibition,Prediction of Beta-secretase 1 (BACE-1) inhibition. BACE-1 is expressed mainly in neurons and has been involved in the development of Alzheimer's disease. This model has been trained on the BACE dataset from MoleculeNet using the GROVER transformer (see eos7w6n or grover-embedding for a detail of the molecular featurization step with GROVER). ,Compound,Single,Probability,Pretrained,"Alzheimer,BACE,MoleculeNet,Chemical graph model",https://github.com/ersilia-os/eos2mhp,https://arxiv.org/abs/2007.02835,https://github.com/tencent-ailab/grover,MIT,"eos2mhp,grover-bace","$ ersilia serve grover-bace
$ ersilia api -i 'CCCOCCC'
$ ersilia close",Probability that the molecule is a BACE-1 inhibitor (using a 0.1 uM cut-off),Classification,Amna-28,13/7/2022,https://github.com/Amna-28,Single,Float,,https://hub.docker.com/r/ersiliaos/eos2mhp,"AMD64,ARM64",https://ersilia-models-zipped.s3.eu-central-1.amazonaws.com/eos2mhp.zip
eos1amr,grover-bbbp,Ready,https://github.com/ersilia-os/eos1amr,Blood-brain barrier penetration,This model predicts the Blood-Brain Barrier (BBB) penetration potential of small molecules using as training data the curated MoleculeNet benchmark containing 2000 experimental data points. It has been trained using the GROVER transformer (see eos7w6n or grover-embedding for a detail of the molecular featurization step with GROVER). ,Compound,Single,Probability,Pretrained,"Permeability,MoleculeNet,Chemical graph model,Alzheimer",https://github.com/ersilia-os/eos1amr,https://papers.nips.cc/paper/2020/hash/94aef38441efa3380a3bed3faf1f9d5d-Abstract.html,https://github.com/tencent-ailab/grover,MIT,"eos1amr,grover-bbbp","$ ersilia serve grover-bbbp
$ ersilia api -i 'CCCOCCC'
$ ersilia close",Probability that a molecule crosses the blood brain barrier,Classification,Amna-28,4/6/2021,https://github.com/Amna-28,Single,Float,,https://hub.docker.com/r/ersiliaos/eos1amr,"AMD64,ARM64",https://ersilia-models-zipped.s3.eu-central-1.amazonaws.com/eos1amr.zip
eos6fza,grover-clintox,Ready,https://github.com/ersilia-os/eos6fza,Toxicity at clinical trial stage,"Using the Molecule Net dataset ClinTox, the authors trained a classification model to predict the likelihood of failure in clinical trials due to toxicity. The dataset has been built using FDA approved drugs (non-toxic) and a set of drugs that have failed at advanced clinical trial stages. This model has been trained using the GROVER transformer (see eos7w6n or grover-embedding for a detail of the molecular featurization step with GROVER).",Compound,Single,Probability,Pretrained,"Toxicity,MoleculeNet,Chemical graph model,Side effects",https://github.com/ersilia-os/eos6fza,https://arxiv.org/abs/2007.02835,https://github.com/tencent-ailab/grover,MIT,"eos6fza,grover-clintox","$ ersilia serve grover-clintox
$ ersilia api -i 'CCCOCCC'
$ ersilia close",Probability that a molecule is approved by the FDA and probability that a molecule shows toxicity in clinical trials,Classification,Amna-28,13/7/2022,https://github.com/Amna-28,List,Float,,https://hub.docker.com/r/ersiliaos/eos6fza,"AMD64,ARM64",https://ersilia-models-zipped.s3.eu-central-1.amazonaws.com/eos6fza.zip
eos7w6n,grover-embedding,Ready,https://github.com/ersilia-os/eos7w6n,Large-scale graph transformer,"GROVER is a self-supervised Graph Neural Network for molecular representation pretrained with 10 million unlabelled molecules from ChEMBL and ZINC15. The model provided has been pre-trained on 10 million molecules (GROVERlarge). GROVER has then been fine-tuned to predict several activities from the MoleculeNet benchmark, consistently outperforming other state-of-the-art methods for serveral benchmark datasets.",Compound,Single,Descriptor,Pretrained,"Chemical graph model,Embedding,Descriptor",https://github.com/ersilia-os/eos7w6n,https://papers.nips.cc/paper/2020/file/94aef38441efa3380a3bed3faf1f9d5d-Paper.pdf,https://github.com/tencent-ailab/grover,MIT,"eos7w6n,grover-embedding","$ ersilia serve grover-embedding
$ ersilia api -i 'CCCOCCC'
$ ersilia close",Embedding representation of a molecule,Representation,miquelduranfrigola,2/7/2021,https://github.com/miquelduranfrigola,List,Float,,https://hub.docker.com/r/ersiliaos/eos7w6n,"AMD64,ARM64",https://ersilia-models-zipped.s3.eu-central-1.amazonaws.com/eos7w6n.zip
eos8451,grover-esol,Ready,https://github.com/ersilia-os/eos8451,Water solubility,"Prediction of water solubility data (log solubility in mols per litre) for common organic small molecules. trained using the Molecule Net ESOL dataset.
This model has been trained using the GROVER transformer (see eos7w6n or grover-embedding for a detail of the molecular featurization step with GROVER).  GROVER predictions consistently outperformed other state-of-the-art methods benchmark datasets from MoleculeNet.",Compound,Single,Experimental value,Pretrained,"Solubility,MoleculeNet,ADME,LogS,Chemical graph model",https://github.com/ersilia-os/eos8451,https://papers.nips.cc/paper/2020/hash/94aef38441efa3380a3bed3faf1f9d5d-Abstract.html,https://github.com/tencent-ailab/grover,MIT,"eos8451,grover-esol","$ ersilia serve grover-esol
$ ersilia api -i 'CCCOCCC'
$ ersilia close",Log Solubility (Mols/Litre),Regression,Amna-28,13/7/2022,https://github.com/Amna-28,Single,Float,,https://hub.docker.com/r/ersiliaos/eos8451,"AMD64,ARM64",https://ersilia-models-zipped.s3.eu-central-1.amazonaws.com/eos8451.zip
eos157v,grover-freesolv,Ready,https://github.com/ersilia-os/eos157v,Hydration free energy of small molecules in water,"Model based on experimental and calculated hydration free energy of small molecules in water, the FreeSolv dataset from MoleculeNet. Hydration free energies are relevant to understand the binding interaction between a molecule (in solution) into its binding site.  This model has been trained using the GROVER transformer (see eos7w6n or grover-embedding for a detail of the molecular featurization step with GROVER). ",Compound,Single,Other value,Pretrained,"MoleculeNet,Chemical graph model,Quantum properties",https://github.com/ersilia-os/eos157v,https://papers.nips.cc/paper/2020/hash/94aef38441efa3380a3bed3faf1f9d5d-Abstract.html,https://github.com/tencent-ailab/grover,MIT,"eos157v,grover-freesolv","$ ersilia serve grover-freesolv
$ ersilia api -i 'CCCOCCC'
$ ersilia close",Calculated Hydration Free energy in kcal/mol,Regression,Amna-28,13/7/2022,https://github.com/Amna-28,Single,Float,,https://hub.docker.com/r/ersiliaos/eos157v,"AMD64,ARM64",https://ersilia-models-zipped.s3.eu-central-1.amazonaws.com/eos157v.zip
eos85a3,grover-lipo,Ready,https://github.com/ersilia-os/eos85a3,Octanol/water distribution coefficient,Prediction of octanol/water distribution coefficient (logD at pH 7.4) trained using the Lipophilicity Molecule Net dataset. This model has been trained using the GROVER transformer (see eos7w6n or grover-embedding for a detail of the molecular featurization step with GROVER),Compound,Single,Experimental value,Pretrained,"MoleculeNet,Lipophilicity,ADME,LogD,Chemical graph model",https://github.com/ersilia-os/eos85a3,https://papers.nips.cc/paper/2020/hash/94aef38441efa3380a3bed3faf1f9d5d-Abstract.html,https://github.com/tencent-ailab/grover,MIT,"eos85a3,grover-lipo","$ ersilia serve grover-lipo
$ ersilia api -i 'CCCOCCC'
$ ersilia close",Predicted logD at pH 7.4,Regression,Amna-28,13/7/2022,https://github.com/Amna-28,Single,Float,,https://hub.docker.com/r/ersiliaos/eos85a3,"AMD64,ARM64",https://ersilia-models-zipped.s3.eu-central-1.amazonaws.com/eos85a3.zip
eos6o0z,grover-qm7,Ready,https://github.com/ersilia-os/eos6o0z,Atomization energy of small molecules,"The model predicts the atomization energy of a molecule. It has been trained using the QM7 dataset from MoleculeNet, a subset of GDB13 containing all molecules up to 23 atoms (7 heavy atoms + C, S, O, N). This dataset contains the computed atomization energy of 7165 molecules. This model has been trained using the GROVER transformer (see eos7w6n or grover-embedding for a detail of the molecular featurization step with GROVER)",Compound,Single,Other value,Pretrained,"MoleculeNet,Chemical graph model,Quantum properties",https://github.com/ersilia-os/eos6o0z,https://papers.nips.cc/paper/2020/hash/94aef38441efa3380a3bed3faf1f9d5d-Abstract.html,https://github.com/tencent-ailab/grover,MIT,"eos6o0z,grover-qm7","$ ersilia serve grover-qm7
$ ersilia api -i 'CCCOCCC'
$ ersilia close",Atomization energy of the molecue,Regression,Amna-28,13/7/2022,https://github.com/Amna-28,Single,Float,,https://hub.docker.com/r/ersiliaos/eos6o0z,"AMD64,ARM64",https://ersilia-models-zipped.s3.eu-central-1.amazonaws.com/eos6o0z.zip
eos3xip,grover-qm8,Ready,https://github.com/ersilia-os/eos3xip,Electronic spectra and excited state energy,"Prediction of the electronic spectra and excited state energy of small molecules. The training set is the QM8 from Molecule Net, where the electronic properties have been calculated by multiple quantum mechanic methods. This model has been trained using the GROVER transformer (see eos7w6n or grover-embedding for a detail of the molecular featurization step with GROVER)",Compound,Single,Other value,Pretrained,"MoleculeNet,Chemical graph model,Quantum properties",https://github.com/ersilia-os/eos3xip,https://papers.nips.cc/paper/2020/hash/94aef38441efa3380a3bed3faf1f9d5d-Abstract.html,https://github.com/tencent-ailab/grover,MIT,"eos3xip,grover-qm8","$ ersilia serve grover-qm8
$ ersilia api -i 'CCCOCCC'
$ ersilia close",Predicted electronic spectra and excited state energy,Regression,Amna-28,13/7/2022,https://github.com/Amna-28,List,Float,,https://hub.docker.com/r/ersiliaos/eos3xip,"AMD64,ARM64",https://ersilia-models-zipped.s3.eu-central-1.amazonaws.com/eos3xip.zip
